global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	non_steady_state_outlier04	non_steady_state_outlier05	non_steady_state_outlier06	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56
744.4598151937367	n/a	554220.4164382927	n/a	1337.2501538670706	n/a	1788237.974017504	n/a	705.6978515339121	n/a	n/a	498009.4576595794	822.245672499174	785.1848409225751	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0095652981604246	n/a	n/a	9.149492889782224e-05	0.0071406931925395	n/a	5.098949926997996e-05	n/a	0.0923898574445871	n/a	n/a	0.0085358857586311	0.0008830220990786	n/a	n/a	7.79728027461177e-07	0.0001578752464219	n/a	n/a	2.492459343277565e-08	-0.0002820695252661	n/a	7.956321708384304e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
579.3000568415708	-165.1597583521659	335588.5558566472	27277.745778945835	923.9120538220434	-413.3381000450272	853613.4831976664	170848.3849488329	587.967174949914	-117.73067658399803	13860.512208925946	345705.3988185828	641.3617550172064	574.0428141350527	9.658406	326.703308	0.3148595201375685	0.1606541745917627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0278050446905382	0.0373703428509628	0.0013965425247985	0.0007731205102428	0.0369676063599797	0.0298269131674401	0.0013666039199864	0.000889644749098	-0.0577266445340285	-0.1501165019786156	0.0225349641662956	0.003332365489158	-0.0002780448619175	-0.0011610669609961	1.3480764879167194e-06	7.730894523872164e-08	-0.0005229760958995	-0.0006808513423214	4.635585503408523e-07	2.73503996882283e-07	-0.0001730725857726	0.0001089969394935	2.995411994601398e-08	1.1880332818949705e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
545.0803244059015	-34.21973243566936	297112.5600544428	1170.9900879688014	794.6705123535887	-129.24154146845467	631501.2232043152	16703.376041142288	575.9665592381211	-12.000615711792875	144.01477746213	331737.4773606001	607.8754832539682	512.0308747151905	2.494807	84.388847	0.3993009954962468	0.2156788087211101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0829165358124299	0.0551114911218917	0.0030372764536783	0.0068751519111339	-0.1341247672077656	-0.1710923735677453	0.0179894531785373	0.0292726002930449	-0.1577646225251783	-0.1000379779911498	0.0100075970405577	0.024889676120512	0.000397016006561	0.0006750608684785	4.557071761509466e-07	1.5762170946564398e-07	-0.000139954335699	0.0003830217602005	1.467056687870893e-07	1.9587216080948392e-08	0.0002300278418576	0.0004031004276302	5.2912808029665036e-08	1.6248995475565012e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
539.5703189103192	-5.510005495582277	291136.1290489836	30.36016056134689	757.862905947748	-36.80760640584072	574356.1842115652	1354.7998893272866	576.4684091608195	0.5018499226983977	0.2518533449123877	332315.826760406	601.8129017557974	487.078451487489	1.15949	39.220688	0.4497479325945887	0.2660819553317054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.1690612588281652	0.0861447230157353	0.0074209133034577	0.0285817092365638	-0.1585640793538942	-0.0244393121461286	0.025142567261348	0.0005972799781759	0.0755513854060865	0.2333160079312648	0.054436359556982	0.005708011836779	0.0001576093962192	-0.0002394066103418	5.7315525075350455e-08	2.484072177658077e-08	-0.0013349276964702	-0.0011949733607712	1.4279613329528166e-06	1.7820319548032345e-06	0.0009126056607738	0.0006825778189162	8.32849092076384e-07	4.659124788763968e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
539.423784931178	-0.1465339791411679	290978.0197494778	0.0214722070429442	746.6606100504983	-11.202295897249655	557502.0666009823	125.49143336953648	574.431975603662	-2.03643355715758	4.147061632717472	329972.09459592606	598.8450097270096	482.5228309032808	1.232927	41.704731	0.3421644299754648	0.2414593033264932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.152502229860616	-0.0165590289675491	0.0002742014403481	0.0232569301124601	-0.1029810796175496	0.0555829997363445	0.010605102759196	0.0030894698596904	-0.1518584361841846	-0.2274098215902711	0.0517152269557189	0.023060984640306	0.0007322871532116	0.0005746777569924	3.302545243818159e-07	5.362444747587493e-07	-0.0014060914023581	-7.116370588789995e-05	5.064273035699526e-09	1.977093031785368e-06	0.0011190157915195	0.0002064101307457	1.252196341670013e-06	4.260514207445698e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538.9882977584097	-0.4354871727683758	290508.3851205081	0.1896490776457931	745.2085378498374	-1.4520722006609503	555335.7648842925	2.1085136759323357	577.9145004665545	3.4825248628925465	12.127979420664747	333985.1698495072	599.3941039830894	478.67465551927	1.413673	47.818611	0.6262676164423864	0.3971614508706896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0815991912867133	-0.0709030385739027	0.0050272408790123	0.0066584280186456	-0.1212780223892622	-0.0182969427717126	0.0147083587146503	0.0003347781147913	0.2073606268487964	0.359219063032981	0.1290383352462928	0.0429984295671257	-0.0010209432493675	-0.0017532304025791	3.073816844527673e-06	1.0423251184290694e-06	-0.0004921175218974	0.0009139738804606	8.353482541643897e-07	2.42179655358438e-07	0.0002292486332835	-0.000889767158236	5.2554935862352675e-08	7.916855958753671e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
536.6035126891683	-2.384785069241389	287943.3298303544	5.687199826476655	726.7950262652186	-18.41351158461885	528231.0102038598	339.05740887689245	575.269270742805	-2.6452297237494804	6.997240291407753	330934.7338609587	595.1834313053064	485.3109394955336	0.988138	33.424545	0.1631998173517292	0.0785452871557767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.04094986146346	-0.0406493298232533	0.0016523680150796	0.0016768911538765	-0.1136775862298833	0.0076004361593789	0.0129225936110525	5.77666298127943e-05	0.1562403956046694	-0.0511202312441269	0.002613278042453	0.0244110612187035	-0.002051931854727	-0.0010309886053595	1.0629375043811268e-06	4.210424336443386e-06	-0.0003798718149683	0.0001122457069291	1.2599098724013411e-08	1.4430259580731036e-07	0.0003626107234943	0.0001333620902107	1.314865367930597e-07	1.778544710539355e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
534.4509982404433	-2.1525144487250145	285637.8695202063	4.633318451969953	724.7615046701031	-2.033521595115417	525279.2386516719	4.13521007780075	574.998670448464	-0.2706002943409658	0.0732245192974173	330623.4710175014	595.9025088280317	475.6110818954691	0.99738	33.737183	0.1825026195762226	0.0917523942623465	-0.0682516272	-0.0590736305	-0.032002518	0.070437717	0.0882572324	0.0136872637	-0.032881521	-0.1064116037	-0.0060170637	0.0758621677	0.043869405	0.182040744	-0.0452474639	0.053428376	-0.038007129	0.0053210966	-0.0353430206	0.0652373679	-0.0656029828	0.027337587	-0.0306882393	0.0438442769	-0.0188331911	0.0588800906	-0.0454242719	0.0896434214	-0.0187617886	-0.0897808153	0.0267101154	-0.0840157078	0.0298751015	-0.0338933445	0.0024425161	-0.0970973138	0.0625394674	-0.0506100499	0.0090889228	-0.0654473476	0.1017407392	-0.1407349604	0.0492346006	-0.0376323177	0.0582511849	-0.0154316225	0.0245174657	-0.0331906992	0.0540690329	0.0513395883	0.1767959333	-0.0754966753	0.0029823975	-0.0359256428	0.036171055	-0.0270342121	0.0160490437	-0.0807039957	0.0025206066	-0.088538307	0.0148805726	-0.0047405494	0.0637693897	-0.0105428415	0.0489276086	-0.0527460639	0.0878939468	-0.0896753251	0.0138599105	0.0576066721	0.0363075877	-0.0465709339	0.0449498286	-0.006965572	0.1498672354	-0.0491558535	0.0072559375	-0.0474384899	-0.0666343192	0.0499902996	0.1868178641	0.0705842616	-0.0615988277	0.071444791	-0.0326463087	0.1221019384	-0.0086571392	0.1096739046	-0.0483106758	0.0669635676	-0.0360419204	0.1046719287	-0.0387543122	0.0682929875	-0.0105777458	0.0997066338	-0.0077270371	0.0619522804	-0.0291190102	0.0014788966	-0.1017580705	0.0300194523	0.0992553619	0.0992464474	0.0992315905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0212716099028966	-0.0196782515605633	0.0003872335844808	0.000452481387861	-0.1537530109112026	-0.0400754246813193	0.0236399883642603	0.001606039663388	0.1358185935539495	-0.0204218020507198	0.0004170499989987	0.0184466903549729	-0.0036308299897199	-0.0015788981349929	2.4929193206840584e-06	1.318292641424941e-05	-0.0007084125767051	-0.0003285407617368	1.0793903212259679e-07	5.018483788339592e-07	0.000501714652437	0.0001391039289427	2.5171759246997976e-07	1.9349903047295752e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
532.8221503166901	-1.628847923753142	283899.4438681015	2.6531455587149213	720.7450625025583	-4.016442167544824	519473.4451218167	16.131807685232165	574.5400920215759	-0.4585784268881525	0.2102941736072126	330096.3173401609	594.3992174780873	478.7392800328123	0.9701	32.814407	0.2499588580774808	0.1337449382172284	-0.0917948143	-0.0858858827	-0.04325076	0.0569546546	0.2411343088	-0.0276440147	-0.0077769761	-0.0794590865	-0.0063176067	0.0776959292	0.0567112917	0.1504373661	-0.0602568499	0.1128184323	-0.1001399656	0.1599514224	0.1993020431	-0.0667739072	0.097033899	0.0312064152	-0.033063609	-0.0141952134	0.1560379814	0.0143924447	0.0734330595	0.1073896449	0.0660344823	-0.063978641	-0.0318783583	0.0604497475	-0.039473382	0.0501931148	0.100318322	-0.0960407671	0.0429366081	-0.0492459508	-0.0508680045	-0.0278529506	0.0082442497	-0.0101541423	0.0250560898	0.1478444491	-0.069055331	-0.0383641045	0.0201337434	-0.0430011626	0.0887348211	-4.47628e-05	0.1611647276	-0.0918766538	0.1468110576	-0.0771724363	0.11965543	-0.1118936592	-0.0166734808	-0.1938212823	0.0880216447	0.040934759	-0.0457899654	-0.0715490945	0.0256907234	0.1109926171	-0.0824269971	0.0384165247	0.0585372206	0.0728340288	-0.0026200237	-0.0159077528	0.0565036707	-0.0024958069	-0.1547099756	0.0485917361	-0.00019906	-0.005064772	0.0650115503	0.0724598628	-0.0778227884	0.0581349385	0.190652136	0.0404288222	-0.1121088041	0.1572484933	-0.0801219419	0.0825126365	-0.0452963689	0.0163532399	-0.0526840878	-0.0406022842	0.0195917617	0.0274187679	0.0262520093	-0.0449093641	-0.0368489604	0.0545317149	0.1285312816	0.0590518385	-0.0314821263	-0.0836485303	0.0280829676	-0.1959605027	0.0992315905	0.0991513764	0.0990177342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116236690915656	0.0949650810127594	0.0090183666117599	0.0135109683150217	-0.1840364811926349	-0.0302834702814323	0.033869426409767	0.0009170885722863	0.0724679885359904	-0.0633506050179591	0.0040132991561414	0.0052516093624524	-0.0033105899606644	0.0003202400290555	1.0255367620946752e-07	1.0960005887651916e-05	-0.0006297037419902	7.870883471489999e-05	6.195080662177445e-09	3.965268026764603e-07	0.0013299598239732	0.0008282451715361	1.7687931333828249e-06	6.859900641730292e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
533.4733183521565	0.6511680354664122	284593.78139366134	0.4240198104131867	724.2522552627289	3.507192760170597	524541.329253149	12.300401056993048	575.8830139017217	1.3429218801458092	1.8034391761743551	331641.2457005306	595.33455002747	471.3491077612633	0.895776	30.300341	0.3508943469506879	0.1976435761672624	-0.0759218786	-0.0728645178	-0.0518304787	0.0549494729	0.1479361413	-0.0330139805	0.0010511394	-0.11579166	-0.0303437611	0.069950031	0.0798755247	0.1162623346	-0.0181241936	0.0896711877	0.0039761984	0.0706368844	0.0486997173	-0.0059784965	0.0469553829	-0.0611752422	-0.0642314706	0.051389162	0.0860308501	-0.064877558	-0.1312546509	0.1786202107	0.0084271726	0.1278283863	-0.0525084764	0.0783473122	0.0613726298	-0.0727102135	0.0143512257	-0.0128375775	-0.0011019772	-0.0242482027	0.0867638322	-0.0865615492	0.1173583658	-0.01773867	0.0856025741	0.0435801248	-0.1165372466	0.0306559506	-0.0472513077	-0.0364138365	0.0575687034	0.0266643363	0.0929844654	-0.1140763764	0.0497817713	-0.0530023604	0.0707771156	-0.1220051673	0.0212271141	-0.0891686407	0.035813464	0.0489942685	-0.0094652214	0.0392765613	0.0079351117	0.1093317885	0.0992557179	-0.1156899231	0.1745836972	-0.0330218711	-0.0262227625	0.0265701848	0.0378998063	-0.1167897695	-0.0376743057	0.1041115527	-0.0732945735	0.0250630394	0.1126785166	-0.0511100757	-0.0632811653	0.0563795147	0.1658639648	0.0651457949	-0.0701879415	0.0771895048	-0.0746951182	0.0636914465	-0.0021046501	0.0590237304	-0.0126284889	-0.0102691423	-0.0511858456	-0.0038202874	0.021047897	-0.022887451	-0.0200681948	0.0096312821	-0.0098951517	-0.0521761393	0.0125505674	-0.1058029145	-0.04898207	-0.0039032432	0.0991840536	0.0989613255	0.0985904824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1442744493635785	0.0280377584479225	0.000786115898784	0.0208151167391637	-0.0082466767161406	0.1757898044764943	6.80076768605355e-05	0.0309020553578841	0.1351350070691666	0.0626670185331761	0.0039271552118374	0.0182614701355837	-0.0029603249898376	0.0003502649708267	1.22685549788299e-07	8.763524045456988e-06	-0.0001682673002041	0.000461436441786	2.1292358980821681e-07	2.8313884317976712e-08	0.0022062537212222	0.000876293897249	4.867555482406805e-06	7.678909943558412e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
