global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
739.2718098659623	n/a	546522.8088624955	n/a	1964.7088483364428	n/a	3860080.858731511	n/a	748.1111637238533	n/a	n/a	559670.313288258	989.7885288165766	730.2132709636245	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0128713494185319	n/a	n/a	0.0001656716358539	-0.0166641021974811	n/a	0.000277692302048	n/a	0.0989745126834193	n/a	0.0097959541609203	n/a	0.0004280000152178	n/a	n/a	1.8318401302643706e-07	-0.0004429994493593	n/a	n/a	1.96248512132643e-07	9.470228102349865e-08	n/a	8.968522031053713e-15	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
570.1313610122205	-169.14044885374176	325049.7688096469	28608.49143844523	1290.5776396034962	-674.1312087329466	1665590.6438445318	454452.8865877436	601.7684041388023	-146.342759585051	21416.20328296804	362125.2122197609	735.916281593593	536.7947831797045	11.473434	338.072388	0.3858492571298488	0.2114262782045688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0212402193058096	0.0341115687243415	0.0011635991208354	0.0004511469161588	0.1225828820967791	0.1392469842942602	0.0150265629831528	0.0193897226350459	-0.0567180854771223	-0.1556925981605416	0.0032169412201901	0.0242401851219798	0.0002319880336529	-0.0001960119815649	3.8420696916998695e-08	5.381844775813906e-08	5.4051475992134e-05	0.0004970509253514	2.470596223927168e-07	2.921562056928238e-09	0.0004429939143788	0.0004428992120977	1.9624360817665158e-07	1.961597120768312e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
541.5450648439768	-28.58629616824373	293271.057256867	817.1763286185464	1078.9938809978428	-211.58375860565343	1164227.795230787	44767.686905695424	590.9755704677599	-10.792833671042445	116.48525865078751	349252.1248896942	684.4643404594234	482.3520495067271	2.52907	74.52074399999998	0.1898619332307885	0.1003595444847893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.050557878707437	0.0293176594016273	0.0008595251527898	0.0025560990993959	0.0496341019005939	-0.0729487801961852	0.0024635440714785	0.0053215245321113	-0.012722228944483	0.0439958565326393	0.0001618551093158	0.0019356353920405	-0.0001059217135795	-0.0003379097472324	1.1418299727466445e-07	1.1219409407617636e-08	-0.0002240373018673	-0.0002780887778594	7.733336837135362e-08	5.01927126279797e-08	0.0006989881312937	0.0002559942169149	4.885844076894587e-07	6.553303909387288e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
535.3279950160621	-6.217069827914656	286576.06224791706	38.65195724516678	1008.9304322200036	-70.0634487778392	1017940.6170596431	4908.8868546448975	590.3778036794355	-0.5977667883244067	0.357325133223676	348545.9510773541	667.5768761491905	473.471828064438	1.1784	34.722332	0.0988586464031561	0.0525527756923676	-0.0698081028	-0.0687819408	0.1806851216	0.3562566592	-0.1624814929	0.2552559251	-0.052787669	0.1303810045	-0.0494469726	0.0357309349	-0.031025338	0.0733859806	-0.160851076	0.0680395614	-0.1474153228	0.0774263387	-0.1134699772	0.0405464512	-0.0840445732	0.0619599701	-0.0178024202	0.0498671028	-0.0129961259	-0.0389097746	0.0271911076	-0.1151462235	0.1558745962	-0.0273350774	0.0755336993	-0.0008937923	0.1091278846	-0.0094339449	0.0486366867	-0.0459223723	0.0078326545	-0.1343408124	0.08177048	-0.1466866342	0.0393380524	-0.0020157141	0.1213979761	-0.0030185927	-0.0944676689	0.0129499862	-0.0296205318	-0.0044808391	-0.0207143569	0.0385064848	-0.0800210974	-0.1486156679	0.1238421274	-0.2094069019	0.0178600946	-0.255065282	0.0484389608	-0.0017959801	0.2395449196	0.0565250114	-0.3011507722	0.062033317	-0.137889428	0.0547424423	-0.2075705059	0.1393434168	-0.0093127056	0.0832196862	-0.0364536027	0.054486131	-0.045136267	-0.0269103711	0.0184402488	-0.0108128275	0.0279422066	-0.0056622807	0.0219185	-0.0810929438	0.0672507932	-0.1595727611	0.0218589572	-0.0444063513	0.0547361758	-0.0934592744	0.00460772	-0.0688223943	-0.014609886	0.0085835909	0.0624339761	0.0348549625	-0.0022737422	0.0236243391	-0.0491366148	0.0279760585	-0.047304961	0.0684737351	-0.0623959492	0.106487051	-0.0219773687	0.1191349997	-0.1362070514	0.0078555879	-0.0794616585	0.168381769	-0.0413969417	0.0289659371	-0.001793853	0.0226888975	-0.001880202	0.0982918074	0.0982833173	0.0982691678	0.0	0.0	0.0	0.063679248831221	0.013121370123784	0.0001721703539253	0.0040550467317085	0.0352176802069976	-0.0144164216935962	0.0012402849991623	0.0002078332144475	0.0280314987680228	0.0407537277125058	0.0007857649231816	0.001660866322465	-0.0002768942345861	-0.0001709725210066	2.923160293935229e-08	7.66704171470222e-08	-0.000191653308267	3.23839936003e-05	1.0487230415042711e-09	3.673099056968573e-08	0.0011069741541522	0.0004079860228585	1.2253917779609789e-06	1.6645259484789657e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
534.0538500095068	-1.2741450065552726	285213.51470997685	1.6234454977297357	986.9284119866974	-22.00202023330621	974027.6903865844	484.088894346816	590.5402009322347	0.1623972527992236	0.0263728677167349	348737.72891708417	664.6983153631642	476.1265850895135	1.003824	29.578335	0.1943209883271984	0.1084056976734016	-0.0826572508	-0.1045830277	0.0227127001	0.2205934799	-0.0279306435	0.0240475117	-0.0450670549	0.1290471993	0.0702670651	0.0072893913	0.0573648419	0.0897595272	-0.0455622114	-0.0092963364	-0.0428166092	0.1049012231	-0.0334014297	0.0656109612	0.0580607712	0.1574030906	0.0143350408	0.0306511379	0.0505598134	0.089034319	0.0997102136	-0.080360639	0.0701468934	-0.062788412	-0.0605077926	0.0601902671	0.0096838573	0.0117398143	-0.0182094386	-0.0245753306	-0.0308882909	0.0156551761	0.0366377421	0.1225465879	-0.0611463896	-0.2020419559	0.0363086582	-0.0532585956	0.0428816096	0.0466354589	0.0233416823	-0.0823793323	0.0644785412	0.0633520405	-0.0233535355	-0.1268086886	0.0454980671	-0.1184454753	-0.0551225784	0.0086724604	0.0259362708	-0.0449597587	0.1992869207	-0.0477847645	-0.1383802743	-0.0470769343	-0.1447715788	-0.0791770418	-0.0379994244	0.1023282764	-0.1214051969	0.0209150756	0.0273926024	0.0415266186	-0.0643801501	0.1052847315	0.1009170016	0.0400834244	0.0050193261	0.067193184	0.0366314712	-0.0649052874	-0.0057129661	-0.013992216	0.0014523135	-0.0560331737	-0.0012204911	0.0153466454	0.0769003896	-0.0575996837	-0.0130624824	0.0462422919	0.0656873208	0.0917121389	-0.0025486493	-0.0144148143	-0.054830334	0.0381238045	-0.0767796591	-0.0132410397	0.0291497896	0.1009526556	-0.0625271002	0.0952534791	-0.0963992258	0.1305214358	0.002558453	0.2054591799	-0.0620351364	0.0507660216	0.0017017549	0.1571795731	0.0820508023	0.0982691678	0.0981927721	0.0980654899	0.0	0.0	0.0	0.0508543753901591	-0.0128248734410619	0.0001644773787792	0.0025861674963232	0.1415915781730632	0.1063738979660656	0.0200481750095386	0.0113154061684949	0.0285186238352537	0.0004871250672308	0.0008133119054567	2.3729083112470826e-07	-0.0011520849533746	-0.0008751907187884	7.659587942535312e-07	1.3272997397921543e-06	0.0001939959865371	0.0003856492948041	1.4872537858289964e-07	3.7634442792502687e-08	0.000875112330688	-0.0002318618234642	7.658215913221835e-07	5.3759905180143856e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
530.6791043562336	-3.374745653273294	281620.3118003342	11.388908224286991	967.1943981872862	-19.734013799411173	935465.0038848668	389.43130063535057	589.3383578111499	-1.2018431210848348	1.444426887698937	347319.69998754293	660.1155022561388	474.9663195765296	0.982365	28.946037	0.2249157998516857	0.138174176774632	-0.0740915287	-0.0907918067	0.0023396982	0.0879396304	0.0826952457	0.0342918673	-0.010259924	0.0853654846	0.0078337125	0.1000861479	-0.0159588093	0.0199758047	-0.0792652892	0.0216589933	0.0547502198	0.1322462932	-0.0347362133	0.0016425831	0.0367602121	0.0150304269	-0.09243316	0.0225775836	0.0852067668	0.1156697605	0.0090651991	0.0861559383	-2.52058e-05	0.1025550102	0.009264807	-0.0079662352	0.0087428421	0.0071495929	0.0974797008	0.0446210223	0.0645424596	-0.0044984388	0.07006822	-0.0541605716	-0.0044065256	0.0004576739	-0.0509889046	-0.0061384834	-0.0674665295	0.0810548245	-0.0508269466	-0.1099519677	0.0123624059	0.1516084157	0.0203766995	-0.0458721935	0.0740189434	-0.0820109773	0.0279043924	0.0595669677	-0.0199787276	0.0212582365	0.003066092	-0.0667504539	-0.0790605526	-0.0044093572	-0.0956454067	-0.0247298385	-0.0117819388	0.0678194217	0.080592447	0.0024165588	0.0733440189	0.124423162	0.0775858676	0.0398243249	0.1404499622	0.02587143	0.0069583107	0.0206094549	-0.0609038532	-0.0818180624	-0.0808819477	0.0553507582	-0.0055557789	-0.0663982816	0.0721349805	-0.0097219881	-0.0435983132	-0.0611717886	-0.018810678	0.0491840608	0.0500415785	0.0281057736	-0.0476691279	-0.0858403374	-0.0516960149	0.0392631245	0.0750875754	-0.0590690462	-0.0417993476	0.0383668211	-0.1532655084	0.0229650296	-0.0750591765	0.1549618266	0.1060368278	0.1306347677	0.0066264014	0.1141942403	0.0158768145	0.1715539755	0.1299589035	0.0982238939	0.0980117651	0.0976585564	0.0	0.0	0.0	0.0606013212395879	0.0097469458494287	9.500295339169728e-05	0.0036725201359837	0.0224638149762057	-0.1191277631968575	0.0005046229832852	0.0141914239642865	0.0514692334972082	0.0229506096619545	0.0026490819967901	0.0005267304838553	-0.0016660093291339	-0.0005139243757593	2.641182639995862e-07	2.775587084761188e-06	0.0010011556719051	0.000807159685368	6.515067576833687e-07	1.0023126793877525e-06	0.0010158378924296	0.0001407255617415	1.0319266236958114e-06	1.9803683727488853e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
529.7395917265544	-0.9395126296791432	280624.03504261654	0.8826839813266188	964.0018126834092	-3.1925855038770123	929299.4948568988	10.192602199565636	588.0173003728488	-1.321057438301068	1.7451927552905802	345764.3455377731	658.4763277557955	475.1659909921099	0.922282	27.175665	0.0874398420968433	0.0601445657230105	-0.07530259	-0.0813214089	-0.0306120493	0.0602023592	0.0064294401	-0.0381556857	0.008817153	0.0599924768	0.0228168122	0.0078837219	-0.052163252	0.0928644406	0.035560398	-0.0504030239	-0.0093860612	0.0394547764	0.0481527192	-0.0992353046	0.0690691648	-0.041200625	0.0411530254	0.0455109379	-0.0091457555	0.0236611397	0.0457757666	-0.0639984492	0.0209968368	0.1181180621	-0.0397578539	-0.0030607359	0.0670056003	-0.0398449981	-0.0659759928	-0.0275088927	0.1102274553	0.0376782818	0.0718009113	-0.1755886262	-0.0432930393	-0.0558834971	-0.1016550636	-0.0278198748	0.0343185045	0.0097154858	0.0783448042	0.0622798043	-0.0068630083	-0.1052744305	0.028666334	-0.0181367683	0.0171715488	-0.0452891537	-0.0051035576	0.0967651604	0.034336375	0.0098478034	-0.0495439483	0.0525531496	-0.0686794295	-0.0008022708	-0.0656173205	0.0091785719	-0.0156750748	0.0004721399	-0.088377811	0.0780705031	0.0307552839	0.1198922891	0.0604586748	0.0235699283	0.0512947101	0.0118110503	-0.0140709471	-0.0579400768	0.021310808	0.1721742802	0.0005528009	-0.070893704	-0.0382084107	-0.0041029454	0.0555040273	-0.0137809326	-0.0570720397	-0.0533359733	-0.0325989837	0.0269899767	0.0447459333	0.0196803353	-0.039543416	-0.0547499348	0.0761672654	0.0582029761	0.0168152627	0.057600572	0.0198729651	0.121663838	-0.0497484871	0.0655799566	-0.0616461005	0.0701039066	0.1322153212	0.0884975345	-0.0569260767	0.0340899112	0.0037737847	0.103888137	-0.1701522849	0.0981559961	0.097740463	0.0970492106	0.0	0.0	0.0	0.0718109438724639	0.0112096226328759	0.0001256556395714	0.0051568116598541	0.0547038233234786	0.0322400083472728	0.0029925082862063	0.0010394181382322	0.0509899468639787	-0.0004792866332294	0.0025999746811913	2.297156767924683e-07	-0.0008900077121432	0.0007760016169907	6.02178509572181e-07	7.921137276743733e-07	0.0009540281533884	-4.712751851670006e-05	2.221003001541907e-09	9.101697174576804e-07	0.0010629272465915	4.708935416190005e-05	1.1298143315465876e-06	2.2174072753848533e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
526.7896689574094	-2.9499227691450187	277507.35532025696	8.702044343920216	963.972766022184	-0.029046661225152	929243.4936324604	0.0008437085283287	587.9297359484132	-0.0875644244356408	0.007667528426745	345661.37441237085	658.5682638308658	470.1250972984373	0.962364	28.356691	0.078115527824003	0.0401169770208339	-0.0657419199	-0.0532194481	-0.0612707708	0.0485984083	-0.0176866405	-0.1102713831	0.0334177689	0.0124896622	0.0910904978	0.0761621069	-0.0174809834	0.0648708946	0.0200348356	0.0402219504	0.0726860803	0.0273623543	0.0968130176	0.0230291664	-0.0624915276	-0.0479062163	-0.0280337697	0.0892778941	-0.0024485764	0.0484735279	-0.0147869787	0.0107042332	-0.0348299452	-0.0317390114	-0.1173703142	-0.1153173715	0.0414198109	0.0347694915	-0.0117483599	-0.0207569827	-0.03708648	0.0865440024	-0.0289583175	-0.0457997223	0.0762790783	-0.0823694685	-0.0333590012	0.0153011638	0.0344532009	-0.0387887695	-0.0355260928	-0.0389911244	-0.1386479783	-0.0146553812	0.0530781785	-0.0129092029	-0.0650709883	-0.0825607177	-0.0023869479	0.123637278	-0.0609009884	0.010598252	-0.0215269266	-0.0033525378	-0.1000903854	-0.0486666466	0.0419122485	0.0639054329	0.019224825	0.0199271376	0.0367243857	-0.0615537737	0.0416872536	0.0094023856	-0.0571985489	-0.0796638683	0.01201661	-0.0206670972	-0.0690590757	-0.0219646366	-0.0692421135	0.0151934477	-0.0353105454	0.030891803	-0.045625881	0.0420188845	-0.0294272038	0.0488628984	-0.1550186161	-0.0435846678	-0.0172225996	0.0160151027	0.0367068037	-0.0313336411	0.0023659108	-0.0277910698	-0.0191190862	-0.0307280894	-0.1026382073	-0.0087106586	0.0615245186	0.0801748994	-0.0881658093	0.0253366634	-0.0408024654	0.0444869092	0.082058651	0.0008854433	-0.0274541171	-0.0230595054	-0.0367144082	0.1049616589	-0.0160330146	0.0980654899	0.0973791159	0.0962387154	0.0	0.0	0.0	0.0826211990808474	0.0108102552083835	0.0001168616176703	0.006826262537557	0.0471023361407674	-0.0076014871827111	0.0022186300699178	5.7782607388922615e-05	0.081060555887042	0.0300706090230633	0.0065708137207162	0.0009042415270179	-0.001051990995975	-0.0001619832838317	2.6238584240933463e-08	1.1066850556124724e-06	0.0007563189963477	-0.0001977091570407	3.908891077774418e-08	5.720184242363922e-07	0.0012958983339159	0.0002329710873243	1.6793524918460052e-06	5.4275527529113153e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
526.3076749116971	-0.4819940457123266	276999.7686709566	0.2323182601021364	957.9638406174691	-6.008925404714887	917694.719930572	36.10718451942797	586.8713613061861	-1.0583746422270224	1.1201568833091775	344417.9947213761	659.1089500406457	464.2326299149861	0.954241	28.117359	0.1286659628394691	0.0888944470835056	-0.0723146011	-0.0004686109	-0.0946074812	0.0088933429	-0.0347841332	-0.0182863196	0.0336900707	0.0175043258	-0.0109890268	0.0091440081	0.0970148757	-0.038844132	0.0656231955	-0.0134736987	0.0252155013	0.0862013304	-0.0181699598	0.036152003	0.0174074939	-0.0404127848	-0.0339051183	-0.1136479243	-0.101111029	-0.0534091858	-0.1169614824	0.0093325386	0.0072368176	-0.1111285639	-0.0002334918	-0.0068036116	0.0648468896	0.054461053	0.0914378093	-0.0278450294	0.023902875	0.0677434352	-0.0036188961	0.0341243904	0.0662153337	0.1038232383	-0.080038906	-0.0752872341	-0.0612292557	-0.0522432042	0.050652756	0.0789333537	0.0433742852	0.0749663963	0.0691046375	-0.0420715989	-0.0618334182	-0.0070126112	-0.0601097354	-0.029788785	-0.0398727747	-0.0067546951	-0.0830702946	-0.0105861414	-0.0230030736	-0.0247825285	0.0740069788	0.1601470479	-0.0099511839	0.036089825	0.0578809938	-0.0299365865	0.0250226042	0.0274568872	0.0120435409	0.01277286	-0.0745405214	-0.1665099914	-0.0698463082	0.163268343	0.0869368589	0.0058435401	0.0337187113	0.1149346175	0.0915374885	0.0589381064	0.0212591483	-0.0185528454	-0.0562923888	-0.0552972074	-0.0200544746	0.0104352839	0.0358685502	0.0359843075	0.0009605067	0.0025360627	0.0563757156	0.0692156862	-0.0110699266	0.0175216442	0.1024032218	0.0390336889	-0.1124610437	-0.0085295027	-0.01341314	0.0271467077	0.0807049603	0.0006788294	-0.0595370937	-0.02728976	0.019004078	-0.0200439613	0.0530126521	0.0979523964	0.0969280565	0.0952287508	0.0	0.0	0.0	0.0734585492792234	-0.0091626498016239	8.395415138720029e-05	0.005396158462208	0.1244778401447206	0.0773755040039532	0.0154947326870946	0.0059869686198657	0.07268735127316	-0.0083732046138819	0.0052834510351077	7.011055550593474e-05	-0.0005889269878501	0.0004630640081248	2.1442827562069747e-07	3.468349970181919e-07	0.0007741761666628	1.785717031510005e-05	3.188785316624904e-10	5.993487370287074e-07	0.0011017274239557	-0.0001941709099601	1.2138033166960628e-06	3.7702342274772054e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
524.2117362260053	-2.095938685691749	274797.94439708296	4.3929589741792565	953.8275990652209	-4.136241552248293	909787.0887385237	17.10849417854537	586.5643700806227	-0.306991225563479	0.0942436125729668	344057.7602480777	658.1515386513859	459.08178637970326	0.930523	27.418468	0.1642073842422357	0.0861582084333268	-0.0804104889	0.0357219361	-0.0977377485	-0.0167413263	-0.0372124713	-0.0212045441	0.051913948	-0.0231042182	0.0610545857	0.0195825308	0.0079428901	-0.0676407032	-0.0216320989	0.0095027321	-0.0841482498	-0.0426709071	0.0057668186	0.1004083104	-0.1008819602	-0.0513542653	-0.035562027	0.0569902095	-0.0560531874	-0.0498672387	0.086748301	-0.1606582354	-0.0932884695	-0.0533651536	-0.1196112337	-0.0120263825	0.0021214916	0.1096978772	0.0603472554	-0.0699081512	0.0018484958	0.1321050065	-0.0371822537	0.065369718	-0.0072843552	0.0111280076	-0.0221833547	0.081125309	0.1170935273	0.0326177474	0.0094438467	0.0777111622	-0.0054419541	0.0553601131	0.0682899439	-0.0163453157	-0.0783318949	-0.0257089648	-0.0740150299	-0.0105392173	-0.0451419399	0.0542106993	-0.0494609442	0.035077705	-0.0773281514	0.0068508354	0.0937239001	0.1631107057	0.0479773459	0.0451323651	-0.0080758229	-0.0624463098	0.0198025468	-0.1292387418	-0.0209454012	-0.0374539718	0.0474382297	0.0394072023	-0.098197971	0.0115841195	0.0251039707	0.0185589673	0.1014271709	-0.0924249066	0.0184966326	0.1034435882	0.037640265	-0.0668854946	-0.008694403	-0.0739571883	-0.0127429799	-0.0183568485	0.0465671998	-0.0684040583	0.0119201874	0.0550026845	-0.0018730923	0.0026265863	-0.1006777842	0.0858558292	0.0166817579	-0.0349580775	-0.0402145451	-0.0333277209	0.0484225753	0.0570860405	0.093670418	-0.0088223236	0.014070417	-0.0374267049	0.0687658032	-0.001145431	0.0395986305	0.0978167415	0.0963877005	0.0940214101	0.0	0.0	0.0	0.0582987190723685	-0.0151598302068549	0.0002298204519006	0.0033987406454789	0.0434577548648462	-0.0810200852798744	0.001888576457893	0.0065642542187581	0.0718255945218686	-0.0008617567512914	0.0051589160284198	7.426246983963239e-07	0.0003010491262807	0.0008899761141308	7.920574837233589e-07	9.063057643437285e-08	0.0010146351682722	0.0002404590016094	5.7820531454989457e-08	1.0294845246947555e-06	0.0008888482996116	-0.0002128791243441	7.900512997224326e-07	4.53175215815108e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
