global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59
734.8953069814819	n/a	540071.1122234066	n/a	1328.0777986623946	n/a	n/a	1763790.639299952	729.5768357229346	n/a	532282.3592234899	n/a	810.3392284624684	633.2738611419743	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0040589626579503	n/a	1.6475177858634966e-05	n/a	-0.0117262481673492	n/a	0.0001375048960822	n/a	-0.0560010213725092	n/a	0.0031361143947642	n/a	0.0008759999037956	n/a	n/a	7.673758314499004e-07	-6.712408406883696e-13	n/a	4.505642662080291e-25	n/a	1.3783479023941893e-12	n/a	1.8998429400344623e-24	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
585.4213396929239	-149.473967288558	342718.14496785775	22342.46689698091	956.6339427641708	-371.4438558982238	137970.53808454043	915148.5004485229	611.6145532748478	-117.96228244808674	374072.3617775917	13915.100080362194	654.8313191889974	502.2220052979301	8.171426999999998	284.15918	0.527004985933749	0.3523183353509011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0013061763244053	0.002752786333545	1.7060965904369394e-06	7.577832598152126e-06	0.0894031240139412	0.1011293721812904	0.0079929185834521	0.0102271499177819	0.1039773776913506	0.1599783990638598	0.0108112950715697	0.0255930881670355	-0.0039360070245941	-0.0048120069283897	2.315541067887048e-05	1.5492151297654103e-05	-0.0004489981518396	-0.0004489981511683	2.015993403553765e-07	2.0159933975260472e-07	-1.88348616467042e-06	-1.8834875430183225e-06	3.547520132504889e-12	3.547525324705197e-12	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
554.3519033816482	-31.06943631127569	307306.0327828562	965.3098727004168	833.9490236157048	-122.68491914846597	15051.589386465628	695470.9739895874	599.3461107992503	-12.268442475597569	359215.7605301872	150.51468077704655	628.3032271650679	455.7946832387564	2.108362	73.31772599999998	0.3624550267614274	0.2111579158696944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0176106852954234	-0.016304508971018	0.0003101362365744	0.000265837012786	0.0023266533533217	-0.0870764706606194	5.413315826523112e-06	0.0075823117427097	0.1848026617364269	0.0808252840450763	0.0341520237848682	0.0065327265409672	-0.0070615005253159	-0.0031254935007218	9.768709623054212e-06	4.986478966903673e-05	-0.0007146156554016	-0.000265617503562	5.106755349450583e-07	7.055265819850908e-08	0.0001719807712458	0.0001738642574104	2.9577385678300183e-08	3.0228780004894323e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
545.4643121502403	-8.887591231407896	297531.3158295348	78.98927789659852	802.1862307360573	-31.762792879647577	1008.8750115153908	643502.7487825229	598.3552588963452	-0.9908519029050922	358029.01584891224	0.9817874934906422	622.905012590518	443.208846784701	1.073775	37.340229	0.0807496887745421	0.0463022592959107	-0.1383397282	-0.1242444705	-0.2999115567	0.3083061067	-0.0060879389	-0.1044588085	0.1337486312	0.0942226018	-0.0523016279	-0.1417434614	0.0887375998	0.0028946633	0.1531243055	-0.0152164865	0.0894556373	-0.0477628271	0.1586898365	-0.0478664044	0.0084709872	-0.1101168492	0.0381614438	-0.0576253625	0.2394234148	-0.0255023341	0.0655748552	-0.0613947386	0.0318821932	-0.0662065065	0.058294656	0.0556833521	-0.0652819808	0.0078702136	-0.0272935931	0.0297031868	-0.0604681366	-0.1605703143	-0.0848120088	0.0578194658	0.005415527	-0.101784353	0.2431269589	-0.0347247473	0.1514492979	-0.2256886532	0.0155131556	-0.1939272799	0.1805676625	-0.2243450747	0.0749620544	-0.1491495569	0.1061457337	-0.0500719268	0.0701917606	-0.0410421086	0.0239577132	-0.0785735731	0.017688964	-0.060370886	-0.1463316048	-0.1352153842	0.0053920965	0.0739713543	0.0338486621	-0.0683640844	0.0959314088	-0.0904006097	0.0488793938	-0.1011186345	0.0742005275	-0.0780885197	0.0335148325	-0.1685107774	0.0956426933	-0.065764117	0.151773246	-0.0696890805	0.1449045112	-0.0457335221	0.0419267587	-0.0210743294	0.0862434368	-0.2009951778	0.0982918074	0.0982833173	0.0982691678	0.0	0.0	0.0	-0.0093782375516724	0.0082324477437509	8.795133957559832e-05	6.77731958535909e-05	0.0026807850695576	0.0003541317162358	7.186608589162946e-06	1.254092724441838e-07	0.1646891500929967	-0.0201135116434302	0.0271225161583535	0.0004045533506304	-0.0079225115309945	-0.0008610110056786	7.413399518996742e-07	6.276618895874081e-05	-0.000879635691245	-0.0001650200358433	7.737589493120689e-07	2.723161222975701e-08	0.0001570198593453	-1.4960911900499996e-05	2.4655236228817792e-08	2.238288848945224e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
542.4138811412432	-3.050431008997066	294212.81845470675	9.305129340650858	773.5178933248033	-28.66833741125401	821.8735699255066	598329.9312936417	598.3405334037726	-0.0147254925725519	358011.39391391113	0.0002168401315042	618.7393038024428	433.0699310254646	0.935791	32.54187	0.2153669157153124	0.1556160069855553	-0.1427957822	-0.1157741888	-0.2403379478	0.1016858512	-0.066734134	-0.1084763785	-0.0538200655	0.088535375	-0.0839842564	-0.1410116908	0.0656426542	-0.0239192361	0.1270155074	-0.0079894359	0.0275402794	0.0023480783	0.1498991996	-0.1176980744	0.0050885212	0.0648616049	0.2001907315	0.0896120487	-0.0324116164	-0.1348080245	0.1150954879	0.054638964	0.1178459316	-0.0655558975	-0.0107824438	0.2400798258	0.1339684196	0.0204367282	-0.1320656565	0.0859463947	0.0111290742	-0.1616317783	-0.0475430885	-0.003078802	-0.0026092009	-0.1108094538	0.1640194704	0.0237095187	0.0383978145	-0.1536096241	0.005335833	0.0294496344	0.0552841869	-0.006330908	0.0906210786	-0.0682340234	0.1008015016	0.1498911033	0.0788787295	-0.0532217715	0.1288964886	0.0847690076	0.0527542535	0.0709636975	-0.1469849973	-0.129628805	0.0182204574	0.0706854956	0.03146793	-0.0711648646	0.0541335392	-0.0899545122	0.0915734156	-0.0799803012	0.0447802966	-0.0661769507	0.0938120967	-0.1516065417	0.0598994715	-0.0480977644	0.1019413177	-0.1179706736	0.0690268455	0.0707448635	0.0059021583	0.0072154918	0.1188718119	-0.1805760115	0.0982691678	0.0981927721	0.0980654899	0.0	0.0	0.0	-0.0010501254307087	0.0083281121209637	1.102763420221133e-06	6.935745149934249e-05	-0.0035705330413264	-0.006251318110884	1.2748706199203552e-05	3.907897812346631e-05	0.2889832776276364	0.1242941275346397	0.0835113347484115	0.0154490301395972	-0.0092499701207645	-0.00132745858977	1.762146307554158e-06	8.556194723503603e-05	-0.0008861543172029	-6.51862595790005e-06	7.85269473897338e-07	4.2492484379008346e-11	0.0003529098025939	0.0001958899432486	1.245453287668655e-07	3.8372869865939745e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
540.5420556877802	-1.871825453462975	292185.7139671713	3.503730528231872	765.0674485255332	-8.45044479927003	71.41001730550991	585328.2007933694	597.1863524375789	-1.154180966193735	356631.5395377002	1.3321337027239035	617.028410204091	426.8564246827124	0.774246	26.924204	0.2335683650044194	0.1247059791379895	-0.1402221097	-0.1072835257	-0.2035138113	0.032517368	-0.0351592837	-0.0777997055	-0.0622231103	0.1425837486	-0.0740719881	-0.1492868474	0.0632302725	0.0024842078	0.1008224525	0.043560639	0.0213139273	0.1254377331	-0.0122763245	-0.0718541903	-0.0106794467	0.0706470895	0.0374748529	0.0443459799	-0.0515641811	0.1899872261	-0.0428770529	-0.0438516453	0.0165880243	-0.1070145282	0.0206570709	-0.1200536737	0.1494154085	-0.1043760746	0.0449889566	-0.0397384014	0.0284536984	-0.1624620033	-0.0505159753	0.0044212591	-0.0066055021	-0.0992839877	0.0522411811	0.0657076415	-0.0362885932	-0.0276645041	-0.0115917226	0.141336286	0.0262606957	-0.0328575712	0.0167123324	0.028531951	0.0022514644	-0.0500559714	0.0897031876	-0.0327143448	-0.0881780889	0.1007257365	0.1319038325	-0.0977123649	-0.1500747878	-0.1102788801	0.0225607729	0.0472767246	0.0173027735	-0.0464649343	0.0321720742	-0.0684991509	0.1579366974	-0.0571342611	0.0318807422	-0.0302032074	0.0902562847	-0.1503495961	0.0441228767	-0.0473211704	0.0766601577	-0.0944700433	0.1324783211	0.0675201498	-0.0017775594	0.1424454004	0.0474850159	-0.0545987709	0.0982238939	0.0980117651	0.0976585564	0.0	0.0	0.0	0.0380684219534828	0.0391185473841914	0.0014492047500284	0.0015302607494492	-0.0409145311187586	-0.0373439980774321	0.0016739988566678	0.0013945741924072	0.3270216121395322	0.0380383345118957	0.1069431348063386	0.0014469148924388	-0.011116504922852	-0.0018665348020875	3.483952167403823e-06	0.0001235766816997	-0.0006324326219657	0.0002537216952372	3.9997102132641e-07	6.43746986340386e-08	0.0006140030058872	0.0002610932032933	3.76999691238517e-07	6.81696608059565e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
543.4902939639038	2.9482382761235613	295381.69963297056	8.692108932800028	754.9165854349624	-10.150863090570851	103.0400214835136	569899.0509647828	598.8467608019179	1.6604083643389913	358617.44292294944	2.7569559363668845	617.4495410592893	428.615987976139	1.012236	35.200222	0.7280127995261453	0.4812007532015502	-0.1197350767	-0.0300182623	-0.1058363371	-0.0677296504	0.0119540641	-0.0177293897	-0.0052147156	0.0453074433	-0.0309530021	-0.1228157688	0.0321441304	-0.0609800862	0.0279195547	0.0008600911	-0.0459166947	0.0952286134	0.0901481952	-0.1017866215	0.1255469704	0.1131872158	-0.1236887311	0.1003497152	0.1268893362	0.1340832513	0.1497161334	0.0893280839	0.0898499174	-0.0015269318	0.0531739214	-0.0458890364	0.0801137217	0.0457054897	-0.0632184639	-0.0553565624	-0.0223245751	-0.1273003695	-0.0218073475	-0.0489163055	-0.0423438338	-0.0294105243	-0.0280528353	0.0458208075	-0.0089566052	-0.0884144936	0.0145584022	0.0470509868	0.1592415294	-0.0254643747	0.1028040656	-0.0021290961	-0.1627015142	0.0006714595	0.0093126424	-0.0256956567	0.0094774922	0.0964438964	-0.1321299792	0.0454727308	-0.1299902574	-0.0390695444	0.0356600736	-0.0210861524	-0.010481573	-0.0146233488	-0.0401127668	0.0033332333	0.1578135498	0.0169572106	0.0258589725	-0.0019454231	0.0047184456	-0.1424158971	0.0286659542	-0.0224758008	0.0615258445	0.0387741038	0.1043227215	-0.0330892198	0.0678794501	-0.0480328345	-0.0975112388	-0.1134025995	0.0981559961	0.097740463	0.0970492106	0.0	0.0	0.0	0.0056130623887753	-0.0324553595647075	3.150646938028388e-05	0.0010533503644744	-0.0651809964128062	-0.0242664652940476	0.0042485622933662	0.0005888613378672	0.4664613081248774	0.1394396959853452	0.2175861519775718	0.0194434288164855	-0.0191290212307327	-0.0080125163078807	6.420041758405416e-05	0.0003659194532458	-0.0031338446289947	-0.002501412007029	9.820982158678928e-06	6.25706202890885e-06	0.0007371002646184	0.0001230972587311	5.433168001005153e-07	1.5152935107135982e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
541.9416094640764	-1.5486844998274591	293700.7080685134	2.3984236800058274	749.1755337680344	-5.741051666928001	32.95967424233678	561263.9803966192	598.5604191505994	-0.2863416513184802	358274.5753737412	0.0819915412797941	616.7443408639768	425.415277444633	0.8129509999999999	28.27014	0.3434148438473919	0.1974706207643521	-0.1384056885	-0.043301221	-0.1056279211	-0.1055877923	-0.0349103956	0.0577307631	-0.0682461271	0.0221370299	-0.0149603402	-0.1170006475	0.0460183205	-0.0348735527	0.0468328869	0.0326288928	-0.0084351784	0.0860226506	0.0433831748	0.1499680999	-0.0015515994	-0.0135938877	-0.1200768169	-0.1738131935	-0.2218311058	-0.0418152048	0.0214099047	0.256148098	0.0121755103	0.0730380417	0.1093930308	0.0229957552	0.1361584775	0.0507778406	-0.0701649868	0.0807580198	-0.0320292119	-0.123519917	-0.0267488031	-0.0187704756	-0.0769622238	-0.0211979133	-0.0378680205	0.0737607042	0.0158101598	0.0108717161	-0.0574698418	-0.0720775743	0.0638261833	0.1558341471	-0.0680120931	0.0519472653	-0.1551715086	-0.1061842856	0.0146415256	0.0308267501	-0.0101786898	0.0309101227	-0.0208058636	-0.0622295884	-0.1424358591	-0.0539605379	0.0309631914	-0.0107170437	-0.0152025805	0.0120013233	0.0168837554	-0.0002677244	0.1724350228	0.0080613686	0.0352524576	-0.0127365754	0.0399200307	-0.0933477709	-0.0061303456	0.0018918747	0.0472991675	0.0102054822	0.0915566366	0.0341188325	-0.0481721974	0.0170066889	-0.0629819862	-0.1693645969	0.0980654899	0.0973791159	0.0962387154	0.0	0.0	0.0	0.0372622444185992	0.0316491820298239	0.0013884748591114	0.0010016707231569	-0.0802820401327579	-0.0151010437199517	0.0064452059678777	0.0002280415214318	0.375390088647606	-0.0910712194772714	0.1409177186548574	0.0082939670170773	-0.0164720872106331	0.0026569340200995	7.059298387162615e-06	0.0002713296570747	-0.0017306135408705	0.0014032310881241	2.99502322784433e-06	1.9690574866782257e-06	0.0007888031288015	5.170286418310001e-05	6.222103760070358e-07	2.673186164736086e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
545.5802292242183	3.638619760141978	297657.7865203506	13.239553758895664	752.8982579586279	3.722724190593567	13.85867539923053	566855.7868371366	600.25006473206	1.6896455814605815	360300.1402108422	2.8549021909492667	619.929679241744	430.57772087898985	1.464949	50.943199	1.0378500160750208	0.4295928920219657	-0.1116286252	-0.0429009121	-0.0732116399	-0.0397474294	-0.0834760207	0.0723522037	0.0291423266	-0.0133233416	0.057639498	-0.0815575279	0.0672348218	-0.0054045422	0.0069251272	0.0522756739	-0.0435024547	-0.1325109117	-0.1073599585	0.0867951856	-0.1312653138	0.0274876378	-0.0163238701	-0.0404970093	-0.0572584252	-0.1329567841	0.134734401	-0.1619045653	-0.0501129982	-0.0132320745	-0.0289546522	-0.067523832	-0.0107585592	0.029473049	0.1225913707	-0.0302716831	0.1178822485	-0.0755519159	-0.0536869148	0.0645814352	-0.15759577	0.0854786874	0.000144612	-0.0565438736	-0.1324031904	0.0327035562	0.0360739543	-0.1099417248	0.0811393002	-0.0099761842	-0.1367303986	-0.0674602253	0.0401821455	0.1371810989	-0.1370709979	-0.0003546801	0.0152829939	-0.0548547953	0.0725209148	0.1706262981	-0.108079352	-0.0390531822	-0.0073043683	0.0168062136	-0.0024093118	0.0617409345	0.0064861768	-0.076629988	-0.0416646993	0.1336862957	-0.028107774	-0.0008624063	-0.0203605644	0.1007494044	0.2670150294	-0.0208529262	-0.0765115354	-0.0277130235	-0.2070152838	0.0618569387	0.2048616744	-0.2124514393	-0.0623783654	-0.1239300354	0.0979523964	0.0969280565	0.0952287508	0.0	0.0	0.0	-0.1956178520902369	-0.2328800965088361	0.0382663440563978	0.0542331393499648	-0.1566337131451405	-0.0763516730123825	0.0245341200936341	0.0058295779717897	0.2203009737631589	-0.155089114884447	0.048532519040996	0.0240526335556412	-0.0198391987103496	-0.0033671114997165	1.1337439851523095e-05	0.0003935938054687	0.0040303566265038	0.0057609701673743	1.624377453680309e-05	3.318877726937667e-05	0.0031313040950978	0.0023425009662963	9.805065335976252e-06	5.487310777099099e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
545.724165407177	0.1439361829586687	297814.8647093599	0.0207176247647113	753.5469854869982	0.6487275283702729	0.4208474060654033	567833.0593365423	599.7194856838489	-0.5305790482110524	359663.4615089003	0.2815141264005462	617.9356760644987	432.7630212595509	1.533147	53.314785	1.0157798371580768	0.5600483348024331	-0.1329518336	-0.1122489592	-0.1515135996	-0.1394525842	-0.0554560219	-0.0466663271	-0.060820829	-0.0608200263	-0.0895834015	-0.1372673431	0.1213664439	-0.0130632012	0.0953354967	-0.0038532558	0.0218038361	0.1070831464	-0.0871322707	0.0706862065	-0.0957224038	0.0107217468	-0.1195516519	0.200684424	-0.0577858503	-0.0454657933	0.0445856558	-0.0409860877	-0.0417664379	-0.085120277	-0.0282160923	-0.0618339356	-0.061989496	0.1024310961	-0.0936355004	0.1195298296	0.0535856871	-0.1527526748	-0.1148114952	-0.0075177389	-0.0016881548	-0.1045112983	-0.0367327883	0.0813030968	-0.0865790055	0.0254318558	0.0269046647	0.0770382027	-0.0612149944	-0.1484594606	-0.1080930904	-0.0920513901	-0.101793506	0.1457485571	-0.2000681084	-0.1206953741	0.0562391476	0.1234699376	-0.1726006474	-0.1489478774	-0.1345115138	-0.1224009309	0.005661923	0.0834008681	0.0444901918	-0.0691834945	-0.0169958416	-0.1187064373	-0.0195550073	0.0421383676	-0.1410960445	-0.0592775143	0.0126305954	0.0985547719	-0.0062275048	0.0953442451	0.0883532971	-0.074110753	-0.1723903431	-0.0958137041	0.2879940805	-0.1429757795	0.2154547924	0.18370953	0.0978167415	0.0963877005	0.0940214101	0.0	0.0	0.0	-0.0226338630601361	0.1729839890301008	0.0005122917570249	0.029923460460766	-0.0702378637840013	0.0863958493611391	0.0049333575089399	0.0074642427868326	0.3429341190205406	0.1226331452573817	0.1176038099883943	0.015038888315718	-0.009500533490656	0.0103386652196936	0.0001068879985249	9.026013660707628e-05	0.0041288625667921	9.850594028829996e-05	1.7047506095457048e-05	9.703420272082114e-09	0.0008931381848906	-0.0022381659102072	7.976958173096756e-07	5.009386641613624e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
