global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
644.6259042276799	n/a	n/a	415542.556401354	1459.6628024860963	n/a	2130615.4969615648	n/a	686.0501818801417	n/a	470664.85205777554	n/a	889.7147860669886	768.9753596250134	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.050937414158767	n/a	n/a	0.0025946201611817	0.0153049911703533	n/a	0.0002342427547245	n/a	0.1758310646580128	n/a	n/a	0.0309165632987702	0.0009820144850632	n/a	n/a	9.643524488739416e-07	-6.829854816148284e-05	n/a	4.664691680966391e-09	n/a	0.0004100338585006	n/a	1.681277651168901e-07	n/a	0.0	0.0	0.0	0.0	0.0
504.04370496540486	-140.58219926227508	19763.354749418017	254060.0565152521	987.3751770709194	-472.2876254151769	974909.7402958296	223055.60112030644	551.7499216253108	-134.30026025483096	304427.97601353657	18036.55990451533	661.194609072001	550.0017867989557	12.35585	344.589386	0.6101848563219773	0.3839538546767551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.019518239665146	0.031419174493621	0.0009871645258606	0.000380961679626	0.0831923708946789	0.0678873797243256	0.0069209705750778	0.0046086963258347	-0.188647081683527	-0.3644781463415398	0.1328443191605649	0.0355877214277113	-0.0010752723810401	-0.0020572868661033	4.232429249441137e-06	1.1562106934276462e-06	-0.0006308868510087	-0.0005625883028472	3.980182187756737e-07	3.165055985005122e-07	0.0007181618047999	0.0003081279462993	5.157563778734497e-07	9.494283129062432e-08	1.0	0.0	0.0	0.0	0.0
478.3150121815965	-25.72869278380836	661.9656323635921	228785.2508782808	844.7497603421831	-142.62541672873635	713602.1575981758	20342.009497045707	540.6119684161562	-11.137953209154604	292261.30039479106	124.0540016893173	612.2749467923196	484.44210664226426	2.895125	80.74146299999998	0.3047022208671477	0.2163118694280391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0283693781917691	0.0478876178569151	0.0022932239440099	0.0008048216189876	-0.1252776189153337	-0.2084699898100126	0.0156944818010955	0.0434597366513867	-0.192981550385582	-0.004334468702055	1.8787618929094403e-05	0.0372418787892229	-0.0015362977367832	-0.0004610253557431	2.1254437863805194e-07	2.3602107360451827e-06	-0.0004292187391947	0.000201668111814	1.842287260758879e-07	4.0670027322624015e-08	0.0009356712272061	0.0002175094224061	8.754806454213692e-07	4.731034883547871e-08	0.0	1.0	0.0	0.0	0.0
471.0931187289093	-7.221893452687198	52.15574504196621	221928.72651373025	793.3735508460783	-51.37620949610482	629441.5911821148	2639.514902187651	537.0670243465539	-3.544944069602252	288440.98864046193	12.566628456608177	595.7675001114479	458.69988836865247	1.312463	36.602966	0.0630354024120649	0.0312139138280908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0358856725389102	0.0075162943471411	5.649468071286526e-05	0.0012877814935698	-0.1452125176713679	-0.0199348987560341	0.0210866752884573	0.0003974001884133	-0.2142965724082017	-0.0213150220226197	0.0004543301638247	0.0459230209459036	-0.0015048861055789	3.141163120430005e-05	9.866905749149567e-10	2.2646821907644283e-06	-0.0002781267468336	0.000151091992361	7.735448730424145e-08	2.2828790155646696e-08	0.0008327911050461	-0.0001028801221599	6.935410246439043e-07	1.0584319535656517e-08	0.0	0.0	0.0	0.0	0.0
468.69329282071146	-2.3998259081978404	5.759164389657589	219673.4027351212	770.66748046875	-22.706070377328277	593928.3654520512	515.5656319801845	536.6620741179495	-0.4049502286044344	288006.1817965795	0.1639846876467837	590.1148460921479	450.22240469627775	0.939242	26.194284	0.0706839293917816	0.0344445023718876	-0.0792436594	-0.0229801089	-0.0310354944	0.1286777297	-0.0438943559	0.2251765025	-0.0948378809	-0.0439851841	0.1221002599	-0.0824563716	0.0916902369	0.017904069	-0.1024563243	0.0042064051	0.0423838593	-0.012174827	0.0318186781	-0.0314086201	0.0061633687	-0.1531844172	0.0074980451	-0.0329737779	0.0621722799	-0.0619361505	0.050461441	-0.0035355236	0.0521075101	-0.052352479	0.0411666409	-0.0136232671	0.0344863508	-0.0054126975	0.0089862898	-0.0748427368	0.0174958454	-0.0624853018	0.1076553736	-0.034776086	0.0127257583	-0.073798754	0.0139045924	-0.1330689209	0.0101029042	-0.0564558439	-0.1146138623	0.0612795883	-0.0124737252	0.0653034521	-0.0411412565	0.0305563764	-0.0897928346	0.1361036371	-0.0744334245	0.0043353945	0.1177658148	-0.0298222201	0.043372516	-0.130599458	0.0514699057	-0.1051977899	0.0578095318	-0.1187256422	0.0633209519	-0.0235277041	-0.0567279221	0.0872372546	0.0378182737	-0.1367203967	0.0791698965	-0.0189658964	0.0157362012	-0.1119961705	0.0019189819	-0.065232012	0.0087241653	-0.047901076	0.0251148541	-0.1086026125	0.0086515565	-0.0421177889	0.1001045552	-0.0800747511	0.0811595605	-0.0256316918	0.0296779935	-0.0875552574	0.0524767158	-0.1937003608	0.0605386672	-0.0414091803	0.0138622218	-0.0470485377	0.027743517	-0.0120616436	0.0038558401	0.0349177641	0.0080292263	0.0985300633	0.0985214698	0.098507148	0.0	0.0	0.0	0.0	0.0400373180344928	0.0041516454955825	1.7236160320991277e-05	0.0016029868353951	-0.1273097206271956	0.0179027970441723	0.0162077649661745	0.0003205101420048	-0.192898105185705	0.0213984672224967	0.0004578943994722	0.0372096789842353	-0.0018018612386415	-0.0002969751330626	8.819422965754904e-08	3.246703923318681e-06	-0.0002629592061436	1.516754069e-05	6.914754409567235e-08	2.3005429058280567e-10	0.0010652688238841	0.0002324777188379	1.1347976671394134e-06	5.404588975612013e-08	0.0	0.0	0.0	0.0	0.0
468.6092796027143	-0.0840132179971533	0.0070582207982372	219594.65692977488	764.6374609133618	-6.030019555388208	584670.4466320329	36.3611358383642	537.2188162370162	0.5567421190667119	288604.05651910097	0.3099617871428928	588.1633153199809	447.2594165998636	0.909698	25.370348	0.0617304811442988	0.0264841088618588	-0.0981199832	0.0731292475	0.0188942723	0.1295982489	-0.0812459426	0.1576910044	-0.059934606	-0.060801364	0.1295874068	-0.1067710569	0.1117733178	-0.0460189525	-0.0187509798	0.0470879374	0.0734953541	-0.012018475	-0.0225887949	-0.0172642169	0.0382696951	-0.1147163691	0.0431362968	-0.008057549	-0.0505888248	0.0368726622	0.0362295699	-0.025106897	0.1231660154	-0.1344318652	-0.0215357065	-0.00823914	-0.0565692453	-0.0365033644	-0.0126269949	-0.0389829479	0.0791709613	-0.0288361058	0.051150717	-0.095032829	0.0143107228	-0.0339756737	-0.0588164931	-0.0564482772	0.119036803	-0.0011968982	-0.1378172785	0.028203641	0.0302859854	0.0497025258	-0.1099103029	0.0086660742	-0.0012445578	0.1136411187	0.0014738125	-0.0662486814	-0.0148826371	-0.0199185413	-0.0370699706	-0.1415124393	-0.0273716829	-0.02531892	0.0167860633	-0.0897274285	0.0265616036	-0.0983153905	-0.073826982	-0.071941334	-0.020954942	-0.127771942	0.0567694206	0.0184731593	0.1036719826	-0.0377701915	0.0481113584	-0.0669944515	0.0172105916	-0.0206573004	0.0880109437	-0.0121391407	-0.006302633	-0.0548534708	0.1125163822	-0.1294691992	0.11346188	-0.0298666009	0.0238973626	-0.029087169	-0.0039783296	-0.2586925547	-0.0265339026	-0.0034083664	-0.0427604572	0.0084983965	0.0145578787	-0.0208122835	-0.0627197308	0.0768753671	0.0421628054	0.098507148	0.0984298219	0.0983009902	0.0	0.0	0.0	0.0	0.0484237579457698	0.008386439911277	7.033237438545978e-05	0.0023448603335905	-0.1370547309864207	-0.0097450103592251	0.0187839992857601	9.49652269014049e-05	-0.1769754466865833	0.0159226584991216	0.0002535310536796	0.0313203087299156	-0.0015352724774382	0.0002665887612033	7.106956759991019e-08	2.357061579979228e-06	-0.0003729545586892	-0.0001099953525455	1.390951028470559e-07	1.2098977581630824e-08	0.0012422121576287	0.0001769433337446	1.54309104456055e-06	3.1308943356652915e-08	0.0	0.0	0.0	0.0	0.0
467.90628644787273	-0.7029931548415789	0.4941993757541161	218936.29289743872	760.2836063191043	-4.353854594257541	578031.1620375827	18.9560498279375	537.6071532278349	0.3883369908187433	289021.4512017368	0.1508056184381567	588.2201151065582	441.5798452514963	0.962038	26.830048	0.1114315169304834	0.0505575082512055	-0.1032079287	0.0575046321	0.0693805366	-0.016686918	-0.0754563513	0.0992458376	-0.0430229313	-0.0419667637	0.0827031681	-0.0147946914	0.1174679622	-0.0525444703	-0.0227721163	-0.046282891	0.0633294748	0.0120780747	-0.0393916095	-0.030067289	-0.0617465737	-0.011035232	-0.0107191768	0.0068831948	0.0250839873	0.0140269834	0.0202753059	-0.0460186456	0.1271710881	0.0088836695	-0.0580779396	-0.0406139798	-0.0436538059	-0.048302071	0.0350469196	0.064793924	0.0387581614	-0.0513812129	0.0097408262	-0.0571946639	-0.0078855868	0.0726354666	0.0015259115	-0.0321321841	-0.0358940473	-0.0091225926	-0.1234573616	0.0617143453	0.0157018111	-0.0252676909	-0.0420276402	0.025257063	0.0225554271	0.0268539909	-0.0349893426	0.1100324456	0.0183968727	0.03811311	0.0323461362	0.0035015898	-0.0527984658	0.0350145137	-0.0580613269	0.0129428143	0.0454259389	-0.0101979971	0.0015170514	-0.0114933145	0.0489640396	-0.044735454	0.0758605566	0.0902422314	0.0638067638	-0.1004603217	-0.0072882823	-0.0466655249	-0.0025595463	-0.0412790102	0.1319059502	0.0299330991	0.0181423939	0.0298062559	0.0997850304	-0.0689378552	-0.0254716373	0.0674195215	-0.0890362183	-0.0173359373	0.0578469264	-0.2502265657	0.0632494395	-0.0260950873	0.0458705414	-0.0252038872	-0.0014620373	0.0217769287	0.0330056487	-0.1636581589	-0.1072652936	0.0984613227	0.0982466114	0.097889106	0.0	0.0	0.0	0.0	0.0546054058897595	0.0061816479439896	3.821277130343205e-05	0.0029817503523853	-0.1666823660008844	-0.0296276350144636	0.0277830111356527	0.0008777967565502	-0.1930145272570484	-0.0160390805704651	0.0002572521055458	0.0372546077322618	-0.0010905989465532	0.0004446735308849	1.977345490697329e-07	1.1894060622229498e-06	0.000186924911572	0.0005598794702612	3.4940922566200024e-08	3.134650212199619e-07	0.0010551020907436	-0.0001871100668851	1.113240421891516e-06	3.5010177129746595e-08	0.0	0.0	0.0	0.0	0.0
467.9389030088335	0.0326165609607755	0.0010638400489079	218966.81694911048	756.7646123164118	-3.518994002692466	572692.678454409	12.383318790985545	536.1998503713896	-1.4073028564453125	287510.27953830065	1.980501329759136	587.9986057254285	441.9386172343775	0.8968939999999999	25.013269	0.0710848767617408	0.0377478946708325	-0.103934471	0.0235177959	0.0663881965	-0.0754891437	-0.0796375903	0.0434552341	-0.0531217266	0.0198400616	0.0761729444	0.0344515396	0.0955445861	-0.0247528128	0.0295937988	-0.0184441692	0.0473457138	-0.1101225805	0.1444258674	0.0892728617	0.0393056917	0.0219369634	-0.0437865681	0.0570128079	0.0639550842	-0.0543675647	-0.0274835946	0.0173701771	-0.0472612293	0.0345414147	-0.0353937993	0.0443087466	-0.0227420541	0.1607452338	0.0353878208	0.0651274396	0.0114932111	0.0910613772	0.0593465766	-0.0145845487	-0.0122529334	-0.0482804631	-0.0366764633	-0.1230686149	-0.0854862129	-0.0294122518	-0.090972046	0.0697468921	0.0995223534	-0.0144027146	-0.0402041671	0.0419346891	-0.0876784586	-0.0435713572	0.0536140483	-0.0263290851	-0.0488139085	-0.1409774032	-0.0639666376	-0.0772417122	-0.0351732501	-0.0472326283	-0.0672745217	-0.0357564096	-0.0562160055	0.0592954609	0.0806816971	0.0485074788	0.0668984348	-0.0035127115	0.0147476613	-0.0627176914	-0.0636318738	0.0630201357	-0.0486285604	-0.0588856123	-0.0018082473	-0.0729131759	0.1244401711	-0.0078634635	0.0273808102	0.0740602567	0.0717392462	0.0021306239	0.0416410758	-0.004480326	0.0028194516	-0.101269416	0.0741850521	-0.231079043	0.0719199651	-0.0911315358	0.0154180719	-0.0406170875	0.0242907509	-0.0213452512	-0.0218084583	-0.1211866131	-0.0290680605	0.0983925981	0.0979720086	0.0972723574	0.0	0.0	0.0	0.0	0.0544399404430038	-0.0001654654467556	2.7378814070062883e-08	0.0029637071154378	-0.1469930634131628	0.0196893025877216	0.021606960691586	0.0003876686363908	-0.2188656728235969	-0.0258511455665484	0.0006682817271028	0.0479021827405257	-0.0012560668217815	-0.0001654678752282	2.737961773256821e-08	1.5777038607802785e-06	0.0001870521747198	1.2726314780001232e-07	3.498851606740659e-08	1.619590878796778e-14	0.0007131179659054	-0.0003419841248381	5.085372332970552e-07	1.1695314164134954e-07	0.0	0.0	0.0	0.0	0.0
467.3560580512608	-0.5828449575727177	0.3397082445679431	218421.68499721345	755.6412800072277	-1.123332309184093	570993.7440509615	1.2618754768568667	534.6900408195727	-1.509809551816943	285893.4397516363	2.2795248827576784	585.9352346901887	442.0726277115419	0.884201	24.659269	0.053537920224541	0.030497456130219	-0.0933908327	-0.0249078727	0.0406722775	-0.0753911571	-0.038934814	0.0357591481	-0.0192694549	0.0424299568	0.0079755168	0.0438359443	0.0449862494	-0.0183538987	-0.0365897369	0.0523426761	0.0756012734	-0.1096471566	0.0672792275	-0.0258174624	-0.0381319565	0.0645026684	0.0012247831	0.0200763195	-0.0270556552	-0.0287696521	0.0070329602	0.0227413261	-0.0487363634	0.0579784707	-0.0405965612	-0.0475311696	-0.0586251115	-0.0874871704	0.0529492833	0.0446183213	-0.0752125196	-0.0052864222	-0.0496961715	0.0306283008	0.0562302224	-0.047680826	0.0903289876	-0.0223521495	-0.005798033	0.0060694903	-0.063357492	0.0024735313	0.0620074748	0.0305108597	0.0023775369	-0.0440711323	0.0096428917	-0.0663113846	-0.0477712328	0.0324020776	-0.0188457469	-0.0416768589	-0.0664072147	-0.0730465266	-0.0513180449	-0.06172998	0.0190011703	-0.1074367474	-0.0788092955	0.0431102135	-0.0331015413	0.0946407249	-0.0630995218	0.0791786064	-0.0584644323	0.0949894351	-0.0839713175	-0.0136261682	-0.0687673041	-0.0509723746	0.0218971791	-0.0620000961	0.0641136792	0.0509151621	-0.0403133412	0.0990446863	0.0431228612	-0.0204068174	0.1493979646	-0.0125901358	0.0171845343	-0.1041219594	-0.0028247912	-0.148032924	-0.0150322376	-0.0552541357	-0.0761263812	-0.0011723714	0.0145834313	-0.0353627192	0.0258086348	-0.065276597	0.0864321579	0.0983009902	0.0976062691	0.0964520353	0.0	0.0	0.0	0.0	0.0628482381831361	0.0084082977401323	7.069947088671403e-05	0.0039499010427242	-0.1483404727792532	-0.0013474093660904	0.0220048958643723	1.8155119998281384e-06	-0.1931140574255039	0.025751615398093	0.0006631456956113	0.0372930391753408	-0.0013479733445323	-9.19065227508e-05	8.446808924143319e-09	1.8170321375695944e-06	-8.09808733575057e-05	-0.0002680330480773	6.557901849744376e-09	7.184171486161125e-08	0.000712445582329	-6.723835763999819e-07	5.07578707780108e-07	4.5209967381243044e-13	0.0	0.0	0.0	0.0	0.0
466.5419674947348	-0.8140905565259686	0.6627434342247613	217661.4074338582	757.9016321042163	2.2603520969886404	574414.8839462348	5.109191602360944	535.1763572692871	0.4863164497144225	286413.7333800236	0.2365036892628405	586.9364973604254	442.9750235711586	0.916801	25.568441	0.0455490798035385	0.0220728637801525	-0.0563538752	-0.0683164856	0.0150125076	-0.0497366022	-0.0369010338	0.066704463	0.0155052702	0.0769216687	-0.0578088083	0.0477232889	0.0520038467	-0.0113593028	-0.0367583353	0.0123137232	-0.1130141566	-0.0702604542	0.0327038998	-0.0383265729	-0.0359580964	-0.0395079344	-0.0316635067	0.0128997238	-0.0427767007	-0.0343829885	-0.0449787061	-0.0010187175	0.0612982562	-0.077816375	0.0599550786	0.0867293526	0.1554205819	0.0125362011	-0.0737033788	-0.0395680013	-0.0474499516	0.0061673514	-0.0312378192	0.0009254396	0.0824252233	-0.0423488203	-0.0977706918	0.0514595949	-0.0180764687	-0.0155780115	-0.0518168566	-0.0156278607	0.0318390065	-0.0338824959	0.1083299226	-0.0114765091	-0.0144077315	-0.0069191271	-0.0012216539	-0.0014499286	-0.0563287541	-0.080231102	0.0239721911	-0.0151231667	-0.0060112836	0.0187999503	0.0295021813	0.0100728912	-0.0585478129	-0.0136966035	0.0466061628	0.0622222266	0.0540866763	-0.1160175144	0.0774137829	-0.0907580501	0.0068402523	-0.0143677498	0.0127165813	-0.0341578402	0.0155234945	-0.0700474286	-0.0187558724	0.0226696063	0.0094911281	0.0760964324	0.0773479431	0.0159986273	0.0581370174	0.0902825049	-0.017715859	-0.0166474271	-0.0704725102	-0.2255587811	-0.0953617807	-0.0435034391	0.0532457735	0.0721950733	0.0303528627	-0.0355954112	0.0743935672	-0.0023442283	0.0047393863	0.0981865202	0.097149733	0.0954298563	0.0	0.0	0.0	0.0	0.0541078308416729	-0.0087404073414632	7.639472049470387e-05	0.002927657358391	-0.1608456249151402	-0.012505152135887	0.0258713150543419	0.0001563788299416	-0.1994928831131375	-0.0063788256876336	4.068941715321454e-05	0.0397974104127919	-0.001092433794918	0.0002555395496143	6.530046141707929e-08	1.1934115962789428e-06	-0.0001838894361714	-0.0001029085628138	3.38153247354354e-08	1.0590172300421233e-08	0.0007123998019861	-4.578034290005605e-08	5.075134778698344e-07	2.095839796046712e-15	0.0	0.0	0.0	0.0	0.0
