participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v1s12x0050102	0.724	2026-03-12T11:01:24	2026-03-12T15:33:51
sub-v1s12x0050103	0.724	2026-03-08T12:39:03	2026-03-08T15:41:43
sub-v1s12x0050104	0.724	2026-03-08T12:39:27	2026-03-08T15:52:10
sub-v1s12x0050105	0.724	2026-03-08T12:39:22	2026-03-08T15:33:58
sub-v1s12x0050106	0.724	2026-03-12T11:03:21	2026-03-12T15:27:09
sub-v1s12x0050107	0.724	2026-03-08T12:39:06	2026-03-08T16:33:43
sub-v1s12x0050108	0.724	2026-03-08T12:39:25	2026-03-08T15:39:42
sub-v1s12x0050109	0.724	2026-03-08T12:39:15	2026-03-08T15:39:23
sub-v1s12x0050110	0.724	2026-03-08T12:38:58	2026-03-08T16:08:25
sub-v1s12x0050111	0.724	2026-03-08T12:39:04	2026-03-08T17:45:18
sub-v1s12x0050112	0.724	2026-03-08T12:39:02	2026-03-08T15:43:31
sub-v1s12x0050113	0.724	2026-03-08T12:39:00	2026-03-08T16:08:32
sub-v1s12x0050114	0.724	2026-03-08T12:39:01	2026-03-08T16:29:47
sub-v1s12x0050115	0.724	2026-03-08T12:39:01	2026-03-08T16:44:57
sub-v1s12x0050116	0.724	2026-03-08T12:39:09	2026-03-08T17:19:45
sub-v1s12x0050117	0.724	2026-03-08T12:39:15	2026-03-08T16:28:37
sub-v1s12x0050118	0.724	2026-03-08T12:39:08	2026-03-08T16:37:24
sub-v1s12x0050119	0.724	2026-03-08T12:39:03	2026-03-08T16:41:15
sub-v1s12x0050120	0.724	2026-03-08T12:39:12	2026-03-08T16:30:50
sub-v1s12x0050121	0.724	2026-03-08T12:39:05	2026-03-08T16:34:53
sub-v1s12x0050122	0.724	2026-03-08T12:39:05	2026-03-08T16:40:59
sub-v1s12x0050123	0.724	2026-03-08T12:39:05	2026-03-08T17:10:31
sub-v1s12x0050124	0.724	2026-03-08T12:39:14	2026-03-08T16:51:52
sub-v1s12x0050125	0.724	2026-03-08T12:39:03	2026-03-08T16:21:21
sub-v1s12x0050126	0.724	2026-03-08T12:39:12	2026-03-08T16:26:42
sub-v1s12x0050127	0.724	2026-03-08T12:39:12	2026-03-08T17:01:26
sub-v1s12x0050128	0.724	2026-03-08T12:39:04	2026-03-08T16:15:58
sub-v1s12x0050129	0.724	2026-03-08T12:39:21	2026-03-08T16:19:02
sub-v1s12x0050130	0.724	2026-03-08T12:39:13	2026-03-08T16:38:49
sub-v1s12x0050131	0.724	2026-03-08T12:39:04	2026-03-08T17:04:50
sub-v1s12x0050132	0.724	2026-03-08T12:38:59	2026-03-08T17:26:19
sub-v1s12x0050133	0.724	2026-03-08T12:39:02	2026-03-08T16:53:52
sub-v1s12x0050134	0.724	2026-03-08T12:39:11	2026-03-08T17:13:13
sub-v1s12x0050135	0.724	2026-03-08T12:39:12	2026-03-08T16:41:53
sub-v1s12x0050136	0.724	2026-03-08T12:39:12	2026-03-08T16:40:37
sub-v1s12x0050137	0.724	2026-03-08T12:39:04	2026-03-08T17:02:01
